City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
281,Praya,CV,14.9215,-23.5087,70.34,73,20,12.66,few clouds
282,Saint-Louis,SN,16.3333,-15.0,72.41,35,69,13.98,broken clouds
283,Sioux Lookout,CA,50.1001,-91.917,14.56,79,100,8.95,overcast clouds
284,Macherla,IN,16.4833,79.4333,79.36,72,29,4.94,scattered clouds
285,Bocanda,CI,7.0626,-4.4995,80.26,74,51,4.83,broken clouds
286,Saint-Denis,FR,48.9167,2.3333,56.21,53,0,8.05,clear sky
287,Morena,IN,26.4969,78.0,76.39,11,3,3.85,clear sky
288,Saeby,DK,57.3319,10.5225,42.73,86,100,21.74,overcast clouds
289,Champerico,GT,14.3,-91.9167,77.54,67,74,7.81,broken clouds
290,Chimore,BO,-16.9833,-65.1333,72.64,81,73,1.77,broken clouds
291,Dingle,PH,10.9995,122.6711,78.44,84,73,7.83,broken clouds
292,Mount Pleasant,US,32.7941,-79.8626,69.78,24,0,12.66,clear sky
293,Kaitangata,NZ,-46.2817,169.8464,62.98,67,4,3.04,clear sky
294,Yining,CN,29.0361,114.5636,50.9,91,39,2.04,scattered clouds
295,Klaksvik,FO,62.2266,-6.589,40.12,83,100,13.96,overcast clouds
296,Correntina,BR,-13.3433,-44.6367,78.21,51,69,1.66,broken clouds
297,West Bay,KY,19.3667,-81.4167,80.67,70,40,12.66,scattered clouds
298,Kholodnyy,RU,62.7167,147.95,-7.62,96,95,4.03,overcast clouds
299,Puerto Cabezas,NI,14.0351,-83.3888,82.36,78,40,9.22,scattered clouds
300,Marsa Matruh,EG,31.3525,27.2453,57.85,71,0,7.52,clear sky
301,Kavaratti,IN,10.5669,72.642,82.27,74,6,6.42,clear sky
302,Bantry,IE,51.6833,-9.45,46.78,92,1,6.62,clear sky
303,Sandakan,MY,5.8402,118.1179,75.56,92,100,3.11,overcast clouds
304,Chamba,IN,32.5667,76.1333,63.86,31,0,10.27,clear sky
305,Bilma,NE,18.6853,12.9164,71.96,10,0,6.4,clear sky
306,Longyearbyen,SJ,78.2186,15.6401,8.44,61,36,13.8,scattered clouds
307,Roald,NO,62.5833,6.1333,48.0,81,75,21.85,broken clouds
308,Zhangjiakou,CN,40.81,114.8794,36.16,38,9,4.27,clear sky
309,Chiredzi,ZW,-21.05,31.6667,66.0,97,12,0.96,few clouds
310,Erie,US,42.7667,-78.6664,21.58,66,100,13.0,overcast clouds
311,Asau,RO,46.4333,26.4,33.28,55,14,1.99,few clouds
312,Bridlington,GB,54.0831,-0.1919,47.52,98,25,4.0,scattered clouds
313,Tilichiki,RU,60.4667,166.1,8.13,81,100,10.22,overcast clouds
314,Palu,ID,-0.8917,119.8707,76.82,85,99,2.51,overcast clouds
315,Vardo,NO,70.3705,31.1107,26.55,51,100,7.47,light snow
316,Morant Bay,JM,17.8815,-76.4093,80.71,81,82,12.3,broken clouds
317,Cravo Norte,CO,6.3017,-70.2041,89.98,40,100,9.33,overcast clouds
318,Zinder,NE,13.8072,8.9881,72.46,10,2,11.07,clear sky
319,Flin Flon,CA,54.7682,-101.865,18.1,67,99,8.66,overcast clouds
320,Greystones,IE,53.1408,-6.0631,48.9,89,0,3.38,clear sky
321,Bathsheba,BB,13.2167,-59.5167,79.41,69,75,16.11,broken clouds
322,Noyabrsk,RU,63.1994,75.4507,13.48,94,100,12.57,overcast clouds
323,Viedma,AR,-40.8135,-62.9967,64.26,36,0,9.82,clear sky
324,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,30,20,17.27,dust
325,Talnakh,RU,69.4865,88.3972,3.07,97,100,5.28,overcast clouds
326,Nome,US,64.5011,-165.4064,28.47,64,0,8.05,clear sky
327,Pekan,MY,3.4836,103.3996,77.7,87,5,5.77,clear sky
328,Kristiansund,NO,63.1115,7.732,42.85,70,100,36.82,light rain
329,Kieta,PG,-6.2167,155.6333,83.55,74,96,5.35,overcast clouds
330,Esmeraldas,BR,-19.7625,-44.3139,81.46,80,24,2.75,few clouds
331,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,77.43,56,0,1.19,clear sky
332,Tiznit,MA,29.5833,-9.5,62.58,46,100,4.21,overcast clouds
333,Prince Rupert,CA,54.3161,-130.3201,47.25,73,24,8.12,few clouds
334,Makarov,RU,48.6333,142.8,27.28,70,100,16.11,overcast clouds
335,Lompoc,US,34.6391,-120.4579,64.62,65,100,17.27,overcast clouds
336,Roma,US,43.2128,-75.4557,23.68,76,100,23.02,overcast clouds
337,Nabire,ID,-3.3667,135.4833,76.08,89,100,4.99,overcast clouds
338,Ridgecrest,US,35.6225,-117.6709,80.46,8,40,21.85,scattered clouds
339,Pontian Kecil,MY,1.4801,103.3899,77.43,88,84,5.17,broken clouds
340,Mahajanga,MG,-15.7167,46.3167,79.99,81,100,3.15,light rain
341,Oktyabrskiy,RU,54.4815,53.471,28.96,92,99,8.3,overcast clouds
342,San Quintin,MX,30.4833,-115.95,64.02,63,50,5.64,scattered clouds
343,Berlevag,NO,70.8578,29.0864,15.8,72,100,7.65,light snow
344,Dubbo,AU,-32.25,148.6167,69.93,78,75,8.05,broken clouds
