City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
228,Haines Junction,100,CA,2022-03-25 02:48:08,44,60.7522,-137.5108,37.35,2.3
229,Acapulco,5,MX,2022-03-25 02:48:40,58,16.8634,-99.8901,75.63,2.04
230,Nantucket,100,US,2022-03-25 02:49:08,98,41.2835,-70.0995,51.91,9.22
231,Yumen,77,CN,2022-03-25 02:49:09,50,40.2833,97.2,38.41,12.28
232,Jalu,0,LY,2022-03-25 02:49:09,47,29.0331,21.5482,49.89,8.19
233,Lock Haven,100,US,2022-03-25 02:45:33,99,41.137,-77.4469,50.86,9.15
234,Kaitangata,14,NZ,2022-03-25 02:49:10,53,-46.2817,169.8464,62.55,5.5
235,Biak,100,ID,2022-03-25 02:49:10,65,-0.9131,122.8766,83.89,1.72
236,Biltine,0,TD,2022-03-25 02:49:11,15,14.5333,20.9167,72.32,16.82
237,Haukipudas,100,FI,2022-03-25 02:49:11,80,65.1765,25.3523,29.14,12.64
238,Muborak,89,UZ,2022-03-25 02:49:11,70,39.2553,65.1528,44.46,10.83
239,Wangaratta,0,AU,2022-03-25 02:49:12,44,-36.3667,146.3333,79.47,4.61
240,Santiago,0,CL,2022-03-25 02:47:20,29,-33.4569,-70.6483,67.86,5.75
241,Lebu,2,CL,2022-03-25 02:49:12,82,-37.6167,-73.65,54.64,20.85
242,Adrar,0,MR,2022-03-25 02:49:13,33,20.5022,-10.0711,62.29,11.03
243,Tawang,97,IN,2022-03-25 02:49:13,60,27.5833,91.8667,47.39,4.21
244,Lavrentiya,100,RU,2022-03-25 02:49:14,90,65.5833,-171.0,5.83,3.96
245,Kjollefjord,100,NO,2022-03-25 02:49:14,81,70.9457,27.3465,28.45,15.7
246,San Patricio,0,US,2022-03-25 02:49:15,35,28.017,-97.5169,66.04,8.43
247,Puga,1,MX,2022-03-25 02:49:15,46,21.5833,-104.8167,60.6,1.43
248,Garden City,75,US,2022-03-25 02:49:15,81,42.3256,-83.331,44.94,11.5
249,Te Anau,12,NZ,2022-03-25 02:49:16,45,-45.4167,167.7167,65.61,2.98
250,Pevek,99,RU,2022-03-25 02:49:16,95,69.7008,170.3133,3.72,5.12
251,Barrow,0,US,2022-03-25 02:49:17,78,71.2906,-156.7887,1.42,16.11
252,Mananara,23,MG,2022-03-25 02:49:17,92,-16.1667,49.7667,75.02,3.58
253,Pandamatenga,72,BW,2022-03-25 02:49:18,93,-18.5278,25.627,63.86,3.62
254,Orcopampa,93,PE,2022-03-25 02:49:18,74,-15.2661,-72.3417,49.33,2.59
255,General Pico,100,AR,2022-03-25 02:49:18,61,-35.6566,-63.7568,57.67,22.35
256,Gubbio,0,IT,2022-03-25 02:49:19,62,43.3545,12.5725,43.77,2.26
257,Hirtshals,5,DK,2022-03-25 02:49:19,85,57.5881,9.9592,44.28,15.03
258,Doka,4,SD,2022-03-25 02:49:20,38,13.5167,35.7667,75.24,14.97
259,Mozarlandia,6,BR,2022-03-25 02:49:20,85,-14.7447,-50.5706,73.6,2.3
260,Malindi,2,KE,2022-03-25 02:49:21,90,-3.2175,40.1191,79.57,6.91
261,Sistranda,100,NO,2022-03-25 02:49:21,90,63.7256,8.834,46.36,36.86
262,Kulhudhuffushi,9,MV,2022-03-25 02:49:22,63,6.6221,73.07,82.4,9.17
263,Tuktoyaktuk,0,CA,2022-03-25 02:49:22,70,69.4541,-133.0374,-13.0,14.97
264,Cordoba,0,AR,2022-03-25 02:47:44,82,-31.4135,-64.1811,53.24,4.61
265,Salalah,0,OM,2022-03-25 02:49:23,52,17.0151,54.0924,69.89,3.44
266,Hawalli,0,KW,2022-03-25 02:49:23,44,29.2833,47.9972,64.49,14.97
267,Morros,74,BR,2022-03-25 02:49:23,78,-9.4467,-46.3003,74.08,3.15
268,Rameswaram,74,IN,2022-03-25 02:49:24,72,9.2833,79.3,83.3,12.48
269,Dwarka,8,IN,2022-03-25 02:49:24,75,22.2394,68.9678,77.77,15.05
270,High Prairie,7,CA,2022-03-25 02:49:25,83,55.4334,-116.4858,29.77,4.7
271,Pisco,0,PE,2022-03-25 02:48:01,73,-13.7,-76.2167,68.05,11.5
272,Pereleshino,1,RU,2022-03-25 02:49:25,90,51.7376,40.1388,17.71,3.11
273,Balikpapan,20,ID,2022-03-25 02:49:26,74,-1.2675,116.8289,85.19,4.61
274,Nizwa,0,OM,2022-03-25 02:49:26,18,22.9333,57.5333,75.94,2.89
275,Hambantota,20,LK,2022-03-25 02:49:27,100,6.1241,81.1185,79.14,3.44
276,Martapura,20,ID,2022-03-25 02:49:27,83,-3.4167,114.85,78.89,3.44
277,Zhangjiakou,100,CN,2022-03-25 02:49:27,27,40.81,114.8794,42.12,7.27
278,Sao Joao Da Barra,1,BR,2022-03-25 02:50:28,85,-21.6403,-41.0511,76.14,12.21
279,Kavieng,88,PG,2022-03-25 02:50:29,63,-2.5744,150.7967,84.96,5.46
280,Araouane,16,ML,2022-03-25 02:50:29,15,18.9048,-3.5265,77.38,2.91
281,Filadelfia,100,US,2022-03-25 02:47:05,95,39.9523,-75.1638,47.55,6.91
282,Tessalit,22,ML,2022-03-25 02:50:30,10,20.1986,1.0114,77.38,8.63
283,Hamilton,20,US,2022-03-25 02:50:30,64,39.1834,-84.5333,46.09,9.22
284,Rio Gallegos,0,AR,2022-03-25 02:50:31,62,-51.6226,-69.2181,50.05,5.75
285,Yelizovo,75,RU,2022-03-25 02:50:31,39,53.1873,158.3805,32.14,11.18
286,Collie,29,AU,2022-03-25 02:50:32,22,-33.3667,116.15,83.34,8.84
287,Kloulklubed,100,PW,2022-03-25 02:50:32,76,7.0419,134.2556,80.38,5.08
288,Miraflores,7,MX,2022-03-25 02:50:32,34,19.2167,-98.8083,66.87,0.2
